geometry,elevation,vapor pressure,precipitation,sand,clay,silt,SR,temp,water storage
"POLYGON ((-99.10416666666458 39.1458333333345, -99.10416666666458 39.10416666666783, -99.14583333333125 39.10416666666783, -99.14583333333125 39.1458333333345, -99.10416666666458 39.1458333333345))",590,17,639.0000044,18.10350723,27.63756091,54.17973332,21,12,15.83502226
"POLYGON ((-99.06249999999793 39.1458333333345, -99.06249999999793 39.10416666666783, -99.10416666666458 39.10416666666783, -99.10416666666458 39.1458333333345, -99.06249999999793 39.1458333333345))",607,17,648.0000045,18.24197538,27.54452299,54.17318389,21,12,14.71043888
"POLYGON ((-99.02083333333124 39.1458333333345, -99.02083333333124 39.10416666666783, -99.06249999999793 39.10416666666783, -99.06249999999793 39.1458333333345, -99.02083333333124 39.1458333333345))",605,17,653.0000045,18.92549803,26.98725908,54.08724766,21,12,14.18568858
"POLYGON ((-98.97916666666458 39.1458333333345, -98.97916666666458 39.10416666666783, -99.02083333333124 39.10416666666783, -99.02083333333124 39.1458333333345, -98.97916666666458 39.1458333333345))",588,17,655.0000046,18.68327535,26.90985627,54.40687001,21,12,14.50050209
"POLYGON ((-98.93749999999791 39.1458333333345, -98.93749999999791 39.10416666666783, -98.97916666666458 39.10416666666783, -98.97916666666458 39.1458333333345, -98.93749999999791 39.1458333333345))",547,17,657.0000046,19.91064508,26.37075357,53.71495736,21,12,15.44105563
"POLYGON ((-98.89583333333124 39.1458333333345, -98.89583333333124 39.10416666666783, -98.93749999999791 39.10416666666783, -98.93749999999791 39.1458333333345, -98.89583333333124 39.1458333333345))",532,17,660.0000046,20.19490183,25.89517166,53.90104246,21,12,18.38099749
"POLYGON ((-98.85416666666457 39.1458333333345, -98.85416666666457 39.10416666666783, -98.89583333333124 39.10416666666783, -98.89583333333124 39.1458333333345, -98.85416666666457 39.1458333333345))",540,17,664.0000046,19.0298698,27.0206297,53.94949565,21,12,14.0500248
"POLYGON ((-98.8124999999979 39.1458333333345, -98.8124999999979 39.10416666666783, -98.85416666666457 39.10416666666783, -98.85416666666457 39.1458333333345, -98.8124999999979 39.1458333333345))",548,17,671.0000047,17.69971483,27.89633711,54.40394457,21,12,15.85705486
"POLYGON ((-98.77083333333123 39.1458333333345, -98.77083333333123 39.10416666666783, -98.8124999999979 39.10416666666783, -98.8124999999979 39.1458333333345, -98.77083333333123 39.1458333333345))",526,17,678.0000047,16.05603449,28.97844828,54.96551688,21,12,18.09000015
"POLYGON ((-98.72916666666455 39.1458333333345, -98.72916666666455 39.10416666666783, -98.77083333333123 39.10416666666783, -98.77083333333123 39.1458333333345, -98.72916666666455 39.1458333333345))",511,17,684.0000048,18.26564401,27.5163222,54.21349624,21,12,18.47448068
"POLYGON ((-98.68749999999788 39.1458333333345, -98.68749999999788 39.10416666666783, -98.72916666666455 39.10416666666783, -98.72916666666455 39.1458333333345, -98.68749999999788 39.1458333333345))",499,17,686.0000048,19.29310566,26.83643806,53.86380895,21,12,18.65326294
"POLYGON ((-98.64583333333121 39.1458333333345, -98.64583333333121 39.10416666666783, -98.68749999999788 39.10416666666783, -98.68749999999788 39.1458333333345, -98.64583333333121 39.1458333333345))",496,17,687.0000048,17.39149467,28.09475886,54.51100687,21,12,18.3223758
"POLYGON ((-98.60416666666455 39.1458333333345, -98.60416666666455 39.10416666666783, -98.64583333333121 39.10416666666783, -98.64583333333121 39.1458333333345, -98.60416666666455 39.1458333333345))",500,17,687.0000014,16.05603449,28.97844828,54.96551688,21,12,18.09000015
"POLYGON ((-98.56249999999788 39.1458333333345, -98.56249999999788 39.10416666666783, -98.60416666666455 39.10416666666783, -98.60416666666455 39.1458333333345, -98.56249999999788 39.1458333333345))",504,17,686.0000048,16.05603449,28.97844828,54.96551688,21,12,18.09000015
"POLYGON ((-98.52083333333121 39.1458333333345, -98.52083333333121 39.10416666666783, -98.56249999999788 39.10416666666783, -98.56249999999788 39.1458333333345, -98.52083333333121 39.1458333333345))",487,17,686.0000014,16.05603449,28.97844828,54.96551688,21,12,18.09000015
"POLYGON ((-98.47916666666454 39.1458333333345, -98.47916666666454 39.10416666666783, -98.52083333333121 39.10416666666783, -98.52083333333121 39.1458333333345, -98.47916666666454 39.1458333333345))",501,17,688.0000049,15.43444028,29.39973648,55.07195377,21,12,17.97986557
"POLYGON ((-98.43749999999787 39.1458333333345, -98.43749999999787 39.10416666666783, -98.47916666666454 39.10416666666783, -98.47916666666454 39.1458333333345, -98.43749999999787 39.1458333333345))",484,17,691.0000049,14.53218391,30.01123596,55.22643637,21,12,17.81999969
"POLYGON ((-98.3958333333312 39.1458333333345, -98.3958333333312 39.10416666666783, -98.43749999999787 39.10416666666783, -98.43749999999787 39.1458333333345, -98.3958333333312 39.1458333333345))",477,17,695.0000049,15.5322555,29.33344116,55.05520375,21,12,17.99719631
"POLYGON ((-98.35416666666453 39.1458333333345, -98.35416666666453 39.10416666666783, -98.3958333333312 39.10416666666783, -98.3958333333312 39.1458333333345, -98.35416666666453 39.1458333333345))",458,17,698.0000049,18.76566214,27.18545754,54.04332499,21,12,18.56148711
"POLYGON ((-98.31249999999785 39.1458333333345, -98.31249999999785 39.10416666666783, -98.35416666666453 39.10416666666783, -98.35416666666453 39.1458333333345, -98.31249999999785 39.1458333333345))",454,17,702.000005,18.96854889,27.05281588,53.95725243,21,13.00000009,18.59646925
"POLYGON ((-98.27083333333118 39.1458333333345, -98.27083333333118 39.10416666666783, -98.31249999999785 39.10416666666783, -98.31249999999785 39.1458333333345, -98.27083333333118 39.1458333333345))",460,17,705.0000036,16.29925916,28.81449538,54.86912394,21,12.00000007,18.11811444
"POLYGON ((-98.22916666666453 39.1458333333345, -98.22916666666453 39.10416666666783, -98.27083333333118 39.10416666666783, -98.27083333333118 39.1458333333345, -98.22916666666453 39.1458333333345))",476,17,709.000005,15.80746989,29.14691498,55.0080805,21,12,18.04595963
"POLYGON ((-98.18749999999784 39.1458333333345, -98.18749999999784 39.10416666666783, -98.22916666666453 39.10416666666783, -98.22916666666453 39.1458333333345, -98.18749999999784 39.1458333333345))",485,17,713.0000051,14.89850937,29.76296055,55.16371445,21,12,17.8849068
"POLYGON ((-98.14583333333118 39.1458333333345, -98.14583333333118 39.10416666666783, -98.18749999999784 39.10416666666783, -98.18749999999784 39.1458333333345, -98.14583333333118 39.1458333333345))",484,17,715.0000051,15.21694797,29.54713804,55.10918847,21,12,17.94132826
"POLYGON ((-98.10416666666451 39.1458333333345, -98.10416666666451 39.10416666666783, -98.14583333333118 39.10416666666783, -98.14583333333118 39.1458333333345, -98.10416666666451 39.1458333333345))",461,17,716.0000051,16.05603449,28.97844828,54.96551688,21,12.00000003,18.09000015
"POLYGON ((-98.06249999999784 39.1458333333345, -98.06249999999784 39.10416666666783, -98.10416666666451 39.10416666666783, -98.10416666666451 39.1458333333345, -98.06249999999784 39.1458333333345))",463,17,717.0000051,16.05603449,28.97844828,54.96551688,21,12.00000003,18.09000015
"POLYGON ((-98.02083333333117 39.1458333333345, -98.02083333333117 39.10416666666783, -98.06249999999784 39.10416666666783, -98.06249999999784 39.1458333333345, -98.02083333333117 39.1458333333345))",452,17,719.0000051,16.31084738,28.73247988,54.95667385,21,12.00000003,17.90882073
"POLYGON ((-97.9791666666645 39.1458333333345, -97.9791666666645 39.10416666666783, -98.02083333333117 39.10416666666783, -98.02083333333117 39.1458333333345, -97.9791666666645 39.1458333333345))",441,17,723.0000051,16.7153021,28.3420633,54.94263715,21,13.00000006,17.62124134
"POLYGON ((-97.93749999999783 39.1458333333345, -97.93749999999783 39.10416666666783, -97.9791666666645 39.10416666666783, -97.9791666666645 39.1458333333345, -97.93749999999783 39.1458333333345))",422,17,728.0000052,18.40718272,26.71126996,54.88152232,21,13,16.41966587
"POLYGON ((-97.89583333333115 39.1458333333345, -97.89583333333115 39.10416666666783, -97.93749999999783 39.10416666666783, -97.93749999999783 39.1458333333345, -97.89583333333115 39.1458333333345))",414,17,735.0000052,25.55120911,26.67992036,47.70386435,21,13,15.51313878
"POLYGON ((-97.85416666666448 39.1458333333345, -97.85416666666448 39.10416666666783, -97.89583333333115 39.10416666666783, -97.89583333333115 39.1458333333345, -97.85416666666448 39.1458333333345))",403,17,741.0000053,22.5975955,27.83327801,49.50239733,21,13,16.88234095
"POLYGON ((-97.81249999999781 39.1458333333345, -97.81249999999781 39.10416666666783, -97.85416666666448 39.10416666666783, -97.85416666666448 39.1458333333345, -97.81249999999781 39.1458333333345))",395,17,749.0000053,19.54987098,29.07624953,51.29520054,21,13,18.23871544
"POLYGON ((-97.77083333333115 39.1458333333345, -97.77083333333115 39.10416666666783, -97.81249999999781 39.10416666666783, -97.81249999999781 39.1458333333345, -97.77083333333115 39.1458333333345))",388,17,758.0000054,18.31255417,29.1576137,52.48768316,21,13,18.59248308
"POLYGON ((-97.72916666666447 39.1458333333345, -97.72916666666447 39.10416666666783, -97.77083333333115 39.10416666666783, -97.77083333333115 39.1458333333345, -97.72916666666447 39.1458333333345))",382,17,765.0000055,16.80515004,29.38685707,53.80367069,21,13,18.99467662
"POLYGON ((-97.68749999999781 39.1458333333345, -97.68749999999781 39.10416666666783, -97.72916666666447 39.10416666666783, -97.72916666666447 39.1458333333345, -97.68749999999781 39.1458333333345))",388,17,767.0000055,17.32575129,29.73694056,52.89794715,21,13,18.76079253
"POLYGON ((-97.64583333333114 39.1458333333345, -97.64583333333114 39.10416666666783, -97.68749999999781 39.10416666666783, -97.68749999999781 39.1458333333345, -97.64583333333114 39.1458333333345))",390,17,765.0000055,18.03714758,30.1541009,51.72462952,21,13,18.45473507
"POLYGON ((-97.60416666666447 39.1458333333345, -97.60416666666447 39.10416666666783, -97.64583333333114 39.10416666666783, -97.64583333333114 39.1458333333345, -97.60416666666447 39.1458333333345))",405,17.00000003,761.0000055,18.04814823,30.16055046,51.70648098,21,13,18.45000076
"POLYGON ((-97.5624999999978 39.1458333333345, -97.5624999999978 39.10416666666783, -97.60416666666447 39.10416666666783, -97.60416666666447 39.1458333333345, -97.5624999999978 39.1458333333345))",412,16.00000009,757.0000055,23.25109269,27.9537635,48.71438344,21,13,16.45828532
"POLYGON ((-97.52083333333113 39.1458333333345, -97.52083333333113 39.10416666666783, -97.5624999999978 39.10416666666783, -97.5624999999978 39.1458333333345, -97.52083333333113 39.1458333333345))",413,16,757.0000015,27.1911765,26.2826087,46.44852894,21,13,14.94999981
"POLYGON ((-97.47916666666445 39.1458333333345, -97.47916666666445 39.10416666666783, -97.52083333333113 39.10416666666783, -97.52083333333113 39.1458333333345, -97.47916666666445 39.1458333333345))",428,16,758.0000055,27.1911765,26.2826087,46.44852894,21,13,14.94999981
"POLYGON ((-97.43749999999778 39.1458333333345, -97.43749999999778 39.10416666666783, -97.47916666666445 39.10416666666783, -97.47916666666445 39.1458333333345, -97.43749999999778 39.1458333333345))",404,16,761.0000055,23.17383545,27.98653153,48.75881236,21,13,16.48785982
"POLYGON ((-97.39583333333113 39.1458333333345, -97.39583333333113 39.10416666666783, -97.43749999999778 39.10416666666783, -97.43749999999778 39.1458333333345, -97.39583333333113 39.1458333333345))",420,16,761.0000016,21.94928543,29.54647897,48.37951282,21,13,15.41384952
"POLYGON ((-97.35416666666444 39.1458333333345, -97.35416666666444 39.10416666666783, -97.39583333333113 39.10416666666783, -97.39583333333113 39.1458333333345, -97.35416666666444 39.1458333333345))",433,15.00000008,760.0000055,23.30337075,29.33333333,47.22471897,21,13,14.35999966
"POLYGON ((-97.31249999999778 39.1458333333345, -97.31249999999778 39.10416666666783, -97.35416666666444 39.10416666666783, -97.35416666666444 39.1458333333345, -97.31249999999778 39.1458333333345))",419,16.00000011,761.0000055,22.22605515,29.50291304,48.14347791,21,13,15.19844695
"POLYGON ((-97.27083333333111 39.1458333333345, -97.27083333333111 39.10416666666783, -97.31249999999778 39.10416666666783, -97.31249999999778 39.1458333333345, -97.27083333333111 39.1458333333345))",413,16,765.0000056,22.04602344,29.53124961,48.29700866,21,13,15.33855895
"POLYGON ((-97.22916666666444 39.1458333333345, -97.22916666666444 39.10416666666783, -97.27083333333111 39.10416666666783, -97.27083333333111 39.1458333333345, -97.22916666666444 39.1458333333345))",396,16,773.0000056,18.1294571,30.14775365,51.63714298,21,13,18.38672209
"POLYGON ((-97.18749999999777 39.1458333333345, -97.18749999999777 39.10416666666783, -97.22916666666444 39.10416666666783, -97.22916666666444 39.1458333333345, -97.18749999999777 39.1458333333345))",385,16,785.0000057,18.54799313,29.90094002,51.4695592,21,13,18.47250348
"POLYGON ((-97.1458333333311 39.1458333333345, -97.1458333333311 39.10416666666783, -97.18749999999777 39.10416666666783, -97.18749999999777 39.1458333333345, -97.1458333333311 39.1458333333345))",366,16,794.0000058,31.12543526,23.3684746,45.5080181,21,13,19.0387465
"POLYGON ((-97.10416666666443 39.1458333333345, -97.10416666666443 39.10416666666783, -97.1458333333311 39.10416666666783, -97.1458333333311 39.1458333333345, -97.10416666666443 39.1458333333345))",380,16,801.0000058,21.41737476,28.41064753,50.10951862,21,13,18.60168698
"POLYGON ((-97.06249999999775 39.1458333333345, -97.06249999999775 39.10416666666783, -97.10416666666443 39.10416666666783, -97.10416666666443 39.1458333333345, -97.06249999999775 39.1458333333345))",387,16,806.0000059,18.04814823,30.16055046,51.70648098,21,13,18.45000076
"POLYGON ((-97.02083333333108 39.1458333333345, -97.02083333333108 39.10416666666783, -97.06249999999775 39.10416666666783, -97.06249999999775 39.1458333333345, -97.02083333333108 39.1458333333345))",393,15.00000008,813.0000059,18.04814823,30.16055046,51.70648098,21,13,18.45000076
"POLYGON ((-96.97916666666441 39.1458333333345, -96.97916666666441 39.10416666666783, -97.02083333333108 39.10416666666783, -97.02083333333108 39.1458333333345, -96.97916666666441 39.1458333333345))",381,15,819.000006,18.04814823,30.16055046,51.70648098,21,13,18.45000076
"POLYGON ((-96.93749999999775 39.1458333333345, -96.93749999999775 39.10416666666783, -96.97916666666441 39.10416666666783, -96.97916666666441 39.1458333333345, -96.93749999999775 39.1458333333345))",368,15,825.000006,18.04814823,30.16055046,51.70648098,21,13,18.45000076
"POLYGON ((-96.89583333333107 39.1458333333345, -96.89583333333107 39.10416666666783, -96.93749999999775 39.10416666666783, -96.93749999999775 39.1458333333345, -96.89583333333107 39.1458333333345))",356,15,830.0000061,16.40497256,32.77119003,50.67219164,21,13,17.01530639
"POLYGON ((-96.81249999999774 39.1458333333345, -96.81249999999774 39.10416666666783, -96.85416666666441 39.10416666666783, -96.85416666666441 39.1458333333345, -96.81249999999774 39.1458333333345))",396,15,846.0000062,14.63031554,35.43904841,49.72118167,21,13,15.49520796
"POLYGON ((-96.77083333333107 39.1458333333345, -96.77083333333107 39.10416666666783, -96.81249999999774 39.10416666666783, -96.81249999999774 39.1458333333345, -96.77083333333107 39.1458333333345))",384,15,852.0000063,11.87874561,37.04167228,51.00182356,21,13,13.89067694
"POLYGON ((-96.7291666666644 39.1458333333345, -96.7291666666644 39.10416666666783, -96.77083333333107 39.10416666666783, -96.77083333333107 39.1458333333345, -96.7291666666644 39.1458333333345))",359,15,851.0000063,11.61867351,34.45879922,53.9198126,21,13,17.08958338
"POLYGON ((-96.68749999999773 39.1458333333345, -96.68749999999773 39.10416666666783, -96.7291666666644 39.10416666666783, -96.7291666666644 39.1458333333345, -96.68749999999773 39.1458333333345))",336,15.00000003,848.0000063,16.25843175,31.25601271,52.48517278,21,13,18.33765525
"POLYGON ((-96.64583333333105 39.1458333333345, -96.64583333333105 39.10416666666783, -96.68749999999773 39.10416666666783, -96.68749999999773 39.1458333333345, -96.64583333333105 39.1458333333345))",325,15,848,20.25893666,30.31292404,49.42814728,21,13,16.79715823
"POLYGON ((-96.60416666666438 39.1458333333345, -96.60416666666438 39.10416666666783, -96.64583333333105 39.10416666666783, -96.64583333333105 39.1458333333345, -96.60416666666438 39.1458333333345))",318,15,851.0000063,18.69172591,31.90505322,49.40321998,21,13,15.62883843
"POLYGON ((-96.56249999999771 39.1458333333345, -96.56249999999771 39.10416666666783, -96.60416666666438 39.10416666666783, -96.60416666666438 39.1458333333345, -96.56249999999771 39.1458333333345))",323,15,860.0000063,20.02590654,30.90039983,49.07370025,21,13,16.14522486
"POLYGON ((-96.52083333333104 39.1458333333345, -96.52083333333104 39.10416666666783, -96.56249999999771 39.10416666666783, -96.56249999999771 39.1458333333345, -96.52083333333104 39.1458333333345))",388,14.00000011,871.0000064,10.57654567,38.60240512,50.82105437,21,12.0000001,12.74449273
"POLYGON ((-96.47916666666438 39.1458333333345, -96.47916666666438 39.10416666666783, -96.52083333333104 39.10416666666783, -96.52083333333104 39.1458333333345, -96.47916666666438 39.1458333333345))",368,14.00000003,874.0000065,10.01999145,38.25540699,51.72460316,21,12.00000003,13.04712825
"POLYGON ((-96.43749999999771 39.1458333333345, -96.43749999999771 39.10416666666783, -96.47916666666438 39.10416666666783, -96.47916666666438 39.1458333333345, -96.43749999999771 39.1458333333345))",333,15.00000008,877.0000065,9.884690775,37.93161157,52.18369764,21,13.00000007,14.17781379
"POLYGON ((-96.35416666666437 39.1458333333345, -96.35416666666437 39.10416666666783, -96.43749999999771 39.10416666666783, -96.43749999999771 39.1458333333345, -96.35416666666437 39.1458333333345))",338,15,883.0000042,10.19409756,40.61161723,49.19427744,21,13,14.71684763
"POLYGON ((-96.3124999999977 39.1458333333345, -96.3124999999977 39.10416666666783, -96.35416666666437 39.10416666666783, -96.35416666666437 39.1458333333345, -96.3124999999977 39.1458333333345))",329,15,889.0000066,14.36875524,37.1222739,48.50896873,21,13,15.69705867
"POLYGON ((-96.27083333333103 39.1458333333345, -96.27083333333103 39.10416666666783, -96.3124999999977 39.10416666666783, -96.3124999999977 39.1458333333345, -96.27083333333103 39.1458333333345))",357,14.00000011,895.0000066,16.71407507,35.93967327,47.34624741,21,12.0000001,13.40905922
"POLYGON ((-96.22916666666436 39.1458333333345, -96.22916666666436 39.10416666666783, -96.27083333333103 39.10416666666783, -96.27083333333103 39.1458333333345, -96.22916666666436 39.1458333333345))",366,14.00000003,900.0000067,22.96976721,34.37171536,42.65852269,21,12.00000003,13.93012912
"POLYGON ((-96.18749999999768 39.1458333333345, -96.18749999999768 39.10416666666783, -96.22916666666436 39.10416666666783, -96.22916666666436 39.1458333333345, -96.18749999999768 39.1458333333345))",355,14.00000003,902.0000067,20.90707581,35.02915699,44.0637698,21,12.00000003,13.67676449
"POLYGON ((-96.14583333333101 39.1458333333345, -96.14583333333101 39.10416666666783, -96.18749999999768 39.10416666666783, -96.18749999999768 39.1458333333345, -96.14583333333101 39.1458333333345))",341,14.00000003,904.0000068,22.00810396,34.67822695,43.3136747,21,13.00000007,13.81200622
"POLYGON ((-96.10416666666436 39.1458333333345, -96.10416666666436 39.10416666666783, -96.14583333333101 39.10416666666783, -96.14583333333101 39.1458333333345, -96.10416666666436 39.1458333333345))",318,14.00000003,907.0000068,22.34362564,34.5712847,43.08509229,21,13,13.85321866
"POLYGON ((-96.06249999999767 39.1458333333345, -96.06249999999767 39.10416666666783, -96.10416666666436 39.10416666666783, -96.10416666666436 39.1458333333345, -96.06249999999767 39.1458333333345))",310,14.00000003,912.0000068,16.8977808,33.90372348,49.19849423,21,13,14.57989537
"POLYGON ((-96.02083333333101 39.1458333333345, -96.02083333333101 39.10416666666783, -96.06249999999767 39.10416666666783, -96.06249999999767 39.1458333333345, -96.02083333333101 39.1458333333345))",294,14,917.0000069,19.88112292,30.98935812,49.1295154,21,13,16.09860944
"POLYGON ((-95.97916666666434 39.1458333333345, -95.97916666666434 39.10416666666783, -96.02083333333101 39.10416666666783, -96.02083333333101 39.1458333333345, -95.97916666666434 39.1458333333345))",279,14,922.0000069,25.9169793,26.37799431,47.705029,21,13,18.39063033
"POLYGON ((-95.93749999999767 39.1458333333345, -95.93749999999767 39.10416666666783, -95.97916666666434 39.10416666666783, -95.97916666666434 39.1458333333345, -95.93749999999767 39.1458333333345))",280,14,925.000007,23.07362335,27.70735333,49.21903192,21,13,18.14070276
"POLYGON ((-95.895833333331 39.1458333333345, -95.895833333331 39.10416666666783, -95.93749999999767 39.10416666666783, -95.93749999999767 39.1458333333345, -95.895833333331 39.1458333333345))",288,14,928.000007,19.99736144,31.02312509,48.97951268,21,13,17.55222978
"POLYGON ((-95.85416666666433 39.1458333333345, -95.85416666666433 39.10416666666783, -95.895833333331 39.10416666666783, -95.895833333331 39.1458333333345, -95.85416666666433 39.1458333333345))",296,14,931.000007,19.17944389,31.90401082,48.91654473,21,13,17.70722704
"POLYGON ((-95.81249999999766 39.1458333333345, -95.81249999999766 39.10416666666783, -95.85416666666433 39.10416666666783, -95.85416666666433 39.1458333333345, -95.81249999999766 39.1458333333345))",306,14,935.0000052,17.67021712,33.58355484,48.74622571,21,13,17.16993782
"POLYGON ((-95.77083333333098 39.1458333333345, -95.77083333333098 39.10416666666783, -95.81249999999766 39.10416666666783, -95.81249999999766 39.1458333333345, -95.77083333333098 39.1458333333345))",284,14,940.0000071,14.54594443,33.15808227,52.29596541,21,13,16.86602008
"POLYGON ((-95.72916666666431 39.1458333333345, -95.72916666666431 39.10416666666783, -95.77083333333098 39.10416666666783, -95.77083333333098 39.1458333333345, -95.72916666666431 39.1458333333345))",293,14,943.0000072,19.00349836,33.19691612,47.79958422,21,13,15.91780213
"POLYGON ((-95.68749999999764 39.1458333333345, -95.68749999999764 39.10416666666783, -95.72916666666431 39.10416666666783, -95.72916666666431 39.1458333333345, -95.68749999999764 39.1458333333345))",290,14,945.0000072,16.21776048,34.21796864,49.56427029,21,13,14.85489591
"POLYGON ((-95.64583333333098 39.1458333333345, -95.64583333333098 39.10416666666783, -95.68749999999764 39.10416666666783, -95.68749999999764 39.1458333333345, -95.64583333333098 39.1458333333345))",295,14,946.0000072,17.32599844,34.75882083,47.91517824,21,13,13.77786665
"POLYGON ((-95.60416666666431 39.1458333333345, -95.60416666666431 39.10416666666783, -95.64583333333098 39.10416666666783, -95.64583333333098 39.1458333333345, -95.60416666666431 39.1458333333345))",300,14,948.0000072,17.00658901,34.9639055,48.02950422,21,13,13.51152482
"POLYGON ((-95.56249999999764 39.1458333333345, -95.56249999999764 39.10416666666783, -95.60416666666431 39.10416666666783, -95.60416666666431 39.1458333333345, -95.56249999999764 39.1458333333345))",286,14,951.0000072,14.83177787,34.39377595,50.774438,21,13,14.49372402
"POLYGON ((-95.52083333333097 39.1458333333345, -95.52083333333097 39.10416666666783, -95.56249999999764 39.10416666666783, -95.56249999999764 39.1458333333345, -95.52083333333097 39.1458333333345))",303,14,958.0000073,16.88602342,34.66018672,48.4537887,21,13,13.64037791
"POLYGON ((-95.4791666666643 39.1458333333345, -95.4791666666643 39.10416666666783, -95.52083333333097 39.10416666666783, -95.52083333333097 39.1458333333345, -95.4791666666643 39.1458333333345))",301,14,967.0000054,16.87030467,34.46452371,48.66516803,21,13,13.69984877
"POLYGON ((-95.43749999999763 39.1458333333345, -95.43749999999763 39.10416666666783, -95.4791666666643 39.10416666666783, -95.4791666666643 39.1458333333345, -95.43749999999763 39.1458333333345))",283,13.00000011,973.0000074,16.77614865,34.11950947,49.10434307,21,13,13.82996024
"POLYGON ((-95.39583333333096 39.1458333333345, -95.39583333333096 39.10416666666783, -95.43749999999763 39.10416666666783, -95.43749999999763 39.1458333333345, -95.39583333333096 39.1458333333345))",278,13,976.0000075,15.5448804,34.0783919,50.37672237,21,13,14.30901771
"POLYGON ((-95.35416666666428 39.1458333333345, -95.35416666666428 39.10416666666783, -95.39583333333096 39.10416666666783, -95.39583333333096 39.1458333333345, -95.35416666666428 39.1458333333345))",304,13,979.0000075,16.67517875,34.11604071,49.20877937,21,13,13.86927121
"POLYGON ((-95.31249999999761 39.1458333333345, -95.31249999999761 39.10416666666783, -95.35416666666428 39.10416666666783, -95.35416666666428 39.1458333333345, -95.31249999999761 39.1458333333345))",320,13,981.0000075,16.80615009,34.10673879,49.08711574,21,13,13.83758202
"POLYGON ((-95.22916666666427 39.1458333333345, -95.22916666666427 39.10416666666783, -95.31249999999761 39.10416666666783, -95.31249999999761 39.1458333333345, -95.22916666666427 39.1458333333345))",311,13,983.5000038,15.93037252,34.06660319,50.00302327,21,13,14.1937609
"POLYGON ((-95.18749999999761 39.1458333333345, -95.18749999999761 39.10416666666783, -95.22916666666427 39.10416666666783, -95.22916666666427 39.1458333333345, -95.18749999999761 39.1458333333345))",318,13,988.0000076,16.74068951,33.75600016,49.50332044,21,13,14.35433854
"POLYGON ((-95.14583333333094 39.1458333333345, -95.14583333333094 39.10416666666783, -95.18749999999761 39.10416666666783, -95.18749999999761 39.1458333333345, -95.14583333333094 39.1458333333345))",304,13,991.0000076,16.9869005,32.9077536,50.1053328,21,13,15.02898712
"POLYGON ((-95.10416666666427 39.1458333333345, -95.10416666666427 39.10416666666783, -95.14583333333094 39.10416666666783, -95.14583333333094 39.1458333333345, -95.10416666666427 39.1458333333345))",316,13,995.0000076,20.42788955,32.18100297,47.39110643,21,13,14.98079787
"POLYGON ((-95.0624999999976 39.1458333333345, -95.0624999999976 39.10416666666783, -95.10416666666427 39.10416666666783, -95.10416666666427 39.1458333333345, -95.0624999999976 39.1458333333345))",279,13,998.0000077,20.60865618,32.00025152,47.39109751,21,12.0000001,15.99735466
"POLYGON ((-95.02083333333093 39.1458333333345, -95.02083333333093 39.10416666666783, -95.0624999999976 39.10416666666783, -95.0624999999976 39.1458333333345, -95.02083333333093 39.1458333333345))",273,13,1002.000008,18.06267942,32.69907134,49.23825374,21,12,16.43304035
"POLYGON ((-94.97916666666426 39.1458333333345, -94.97916666666426 39.10416666666783, -95.02083333333093 39.10416666666783, -95.02083333333093 39.1458333333345, -94.97916666666426 39.1458333333345))",262,13,1008.000008,16.44271529,33.34732704,50.20995404,21,12,16.18442553
"POLYGON ((-94.89583333333091 39.1458333333345, -94.89583333333091 39.10416666666783, -94.97916666666426 39.10416666666783, -94.97916666666426 39.1458333333345, -94.89583333333091 39.1458333333345))",280,13,1019.500005,19.13722272,33.50354385,47.35923118,21,12.5,15.35725261
"POLYGON ((-94.85416666666424 39.1458333333345, -94.85416666666424 39.10416666666783, -94.89583333333091 39.10416666666783, -94.89583333333091 39.1458333333345, -94.85416666666424 39.1458333333345))",300,13,1027.000008,22.31287612,33.06130738,44.62582231,21,13,17.61866452
"POLYGON ((-94.81249999999758 39.1458333333345, -94.81249999999758 39.10416666666783, -94.85416666666424 39.10416666666783, -94.85416666666424 39.1458333333345, -94.81249999999758 39.1458333333345))",305,13,1028.000008,21.01502763,32.73591917,46.24905722,21,13,18.21365695
"POLYGON ((-94.7708333333309 39.1458333333345, -94.7708333333309 39.10416666666783, -94.81249999999758 39.10416666666783, -94.81249999999758 39.1458333333345, -94.7708333333309 39.1458333333345))",295,13,1026.000008,18.76564829,32.33547771,48.89887388,21,13,18.42728462
"POLYGON ((-94.72916666666424 39.1458333333345, -94.72916666666424 39.10416666666783, -94.7708333333309 39.10416666666783, -94.7708333333309 39.1458333333345, -94.72916666666424 39.1458333333345))",286,13,1023.000008,19.53884704,32.46727079,47.99388803,21,13,18.38313243
"POLYGON ((-94.68749999999757 39.1458333333345, -94.68749999999757 39.10416666666783, -94.72916666666424 39.10416666666783, -94.72916666666424 39.1458333333345, -94.68749999999757 39.1458333333345))",273,13,1019.000008,18.83955294,30.74294536,50.41749915,21,13,18.56468918
"POLYGON ((-94.6458333333309 39.1458333333345, -94.6458333333309 39.10416666666783, -94.68749999999757 39.10416666666783, -94.68749999999757 39.1458333333345, -94.6458333333309 39.1458333333345))",277,13,1016.000008,15.54818229,31.39052038,53.05670024,21,13,18.62984887
